,mean of normalized counts for all samples,log2 fold change (MAP): group cag_female vs wt_female,standard error: group cag_female vs wt_female,Wald statistic: group cag_female vs wt_female,Wald test p-value: group cag_female vs wt_female,BH adjusted p-values,symbol,ENTREZID,CHR,raClass,log2 fold change: Testis vs Ovary,BH adjusted p-Value: Testis vs Ovary
ENSMUSG00000019960,750.047497508441,1.39052900546473,0.331234063781024,4.19802537695517,0.0000269252465070579,0.000179543953726498,Dusp6,67603,chr10,0,-1.51093957022357,0.0000229009520763276
ENSMUSG00000019254,2645.38371823887,1.39006220817853,0.200506285734797,6.93276125027382,0.00000000000412704410080882,0.0000000000813617265588024,Ppp1r12c,232807,chr7,0,0.863480057271074,0.0000390735086836885
ENSMUSG00000034212,766.828132806333,1.38951309666298,0.343066106169939,4.05027798337699,0.0000511568254948929,0.000322411939459876,Ankmy1,241158,chr1,0,7.1115663173539,6.71878677319574e-116
ENSMUSG00000003518,1426.61078503463,1.38927260870979,0.270959870723649,5.12722642286282,0.000000294041806365773,0.00000290220416993902,Dusp3,72349,chr11,0,1.76824336803169,0.000000000225316816536403
ENSMUSG00000000416,275.347757286406,1.38898081497243,0.405475739626523,3.42555837311449,0.00061353708023698,0.00293563873148485,Cttnbp2,30785,chr6,0,-0.298249169294356,0.535019536794261
ENSMUSG00000039683,399.574890253763,1.38880063180623,0.253439687245174,5.47980723501571,0.0000000425789474046466,0.000000486444592459345,Sdk1,330222,chr5,0,2.05566819301985,2.24537126477348e-15
ENSMUSG00000032715,62.3329899713521,1.38812775605882,0.558151131331492,2.48701055706433,0.0128821576195918,0.0401361496760188,Trib3,228775,chr2,0,-1.69408814682308,0.013409773083017
ENSMUSG00000042498,36.6211953623481,1.38702260773625,0.561606097468418,2.46974278589318,0.0135210232659337,0.0417986338689538,D330045A20Rik,102871,chrX,0,2.13247626161124,0.000290534417032536
ENSMUSG00000066571,1692.83600720851,1.3866004239869,0.213122330540982,6.50612453639748,0.0000000000771143047148351,0.00000000130632555711538,4931406P16Rik,233103,chr7,0,-0.165613590467978,0.506030484582292
ENSMUSG00000078747,410.919285698032,1.38654791330787,0.317860515404194,4.36212692710425,0.0000128804103993231,0.0000928374038718092,Gm20878,100041579,chr4,0,5.42318842644034,3.50763297292114e-73
ENSMUSG00000048612,2510.96393753156,1.38412070513538,0.210841835921539,6.56473464616604,0.0000000000521256020658155,0.000000000901916380698422,Myof,226101,chr19,0,-4.25657218937504,1.1947369383109e-66
ENSMUSG00000032280,3162.29215032462,1.38410370741366,0.168099246000593,8.23384839815862,1.81293095092327e-16,5.5025224435695e-15,Tle3,21887,chr9,0,2.5411962924366,1.07843938584449e-50
ENSMUSG00000028476,746.253547162648,1.38389662511561,0.216815706232316,6.38282460788508,0.000000000173850987745915,0.00000000280042388232423,Reck,53614,chr4,0,-0.107283821654516,0.6837984827155
ENSMUSG00000000078,1909.88687608595,1.38360649062404,0.253409211958696,5.45996919342283,0.000000047621720861051,0.000000539156971749528,Klf6,23849,chr13,0,-2.39470312484518,6.27238099083978e-19
ENSMUSG00000019843,3203.04593173396,1.38341016254995,0.216129505174922,6.4008389850812,0.000000000154525465053088,0.00000000250517215263717,Fyn,14360,chr10,1,-0.69946354036233,0.00244626513925218
ENSMUSG00000052336,271.981717256712,1.38279706495599,0.408705793146466,3.38335567575487,0.00071605831769897,0.00336150836883698,Cx3cr1,13051,chr9,0,-0.63969172008046,0.169875645597048
ENSMUSG00000039492,1529.36725777079,1.38257310168954,0.25487136076442,5.42459183151403,0.0000000580871210777362,0.00000065016207924398,Ccdc27,381580,chr4,0,6.37809844544511,1.58939494500721e-152
ENSMUSG00000020150,1283.75034709197,1.38145908455597,0.244556572853435,5.64883236805862,0.0000000161541280808042,0.000000199454569953497,Gamt,14431,chr10,0,-1.17817895422822,0.00000666443069704791
ENSMUSG00000028467,2136.77869618616,1.38115807220313,0.240661373253488,5.73901018485572,0.00000000952314935476217,0.000000122250661484389,Gba2,230101,chr4,0,2.58138213379135,4.18261115921203e-26
ENSMUSG00000039156,869.551998165624,1.37988091258044,0.232535056529456,5.93407692231405,0.00000000295503272809527,0.0000000406308023707485,Stim2,116873,chr5,0,-0.309757047169001,0.243489847425844
ENSMUSG00000022504,93.0780016630273,1.37901293503116,0.483547270416824,2.85186789254839,0.00434631596503994,0.0160152756302155,Ciita,12265,chr16,0,-3.0608967323773,0.0000036458640204088
ENSMUSG00000033697,1460.44416242785,1.37891135546266,0.27403485021992,5.03188318695981,0.000000485685181532134,0.0000045761977637116,Arhgap39,223666,chr15,0,1.30246260584429,0.0000049808091330266
ENSMUSG00000047515,1074.86218908084,1.37702976970105,0.402430971789793,3.42177880488862,0.000622129039370403,0.00297046928671539,BC049715,320135,chr6,0,8.48206471293183,3.16275021319714e-130
ENSMUSG00000021339,1148.86101141868,1.37683589501836,0.238546033823449,5.77178279994952,0.00000000784371806669192,0.000000101963829572298,Mrs2,380836,chr13,0,1.74821378168938,0.000000000000940815317931786
ENSMUSG00000047409,1508.71699355309,1.37621081310742,0.185498158504321,7.41899986611114,0.000000000000118008032087865,0.00000000000270593493638556,Ctdspl,69274,chr9,0,-0.985952425829475,0.000000761570480868034
ENSMUSG00000022637,1424.57642757884,1.37427250256377,0.24501253046929,5.60898865021934,0.0000000203512368281964,0.000000247628597793409,Cblb,208650,chr16,0,0.916112180778573,0.000389924171263554
ENSMUSG00000006457,262.880652396297,1.37336280448027,0.304677680515002,4.50759242409503,0.000006556737236437,0.0000497959990386048,Actn3,11474,chr19,0,2.11748312377989,0.0000000000125288772599162
ENSMUSG00000035184,136.577758315954,1.3729131466401,0.549511155919503,2.49842634103177,0.0124746064235231,0.0390599463997198,Fam124a,629059,chr14,0,0.532430540060125,0.400435556130234
ENSMUSG00000029231,3096.95172191203,1.37149467042619,0.398022256171906,3.44577382083338,0.000569426742752162,0.00275133775447629,Pdgfra,18595,chr5,0,-2.50672291363547,0.00000000143818645793353
ENSMUSG00000035919,1477.32216196612,1.37129286245088,0.256020219562587,5.3561896978049,0.0000000849952732632804,0.000000923482008878811,Bbs9,319845,chr9,0,2.04851028889406,5.06968325006642e-15
ENSMUSG00000044813,595.486986375578,1.36947659835987,0.303952414035038,4.50556249966813,0.00000661973510382331,0.0000502070525702846,Shb,230126,chr4,0,0.169512036671957,0.639477500407553
ENSMUSG00000014444,1158.13555574285,1.36942576588501,0.229243420492403,5.97367533141652,0.00000000231967228621721,0.0000000322672545677122,Piezo1,234839,chr8,0,-2.30582279911804,5.77443304872206e-20
ENSMUSG00000045775,98.1005792105311,1.36879446010017,0.400765837838006,3.41544695397279,0.000636774308636887,0.00303016739972036,Slc16a5,217316,chr11,0,0.114940098383267,0.822195561995138
ENSMUSG00000040488,4064.80309744103,1.36702565218248,0.353030812966542,3.87225591073841,0.000107832644770959,0.000630123526066703,Ltbp4,108075,chr7,0,-1.76746684213054,0.0000016009194716827
ENSMUSG00000086926,73.0593260388887,1.36702155577101,0.440283489633694,3.10486672327491,0.00190364780140239,0.00789361616733949,NA,NA,chr7,0,0.563229662881271,0.272047692658507
ENSMUSG00000052676,1126.07878744279,1.36578663116218,0.279041664885133,4.89456164807649,0.000000985250890276874,0.00000874782194929236,Zmat1,215693,chrX,0,-1.52006903998618,0.000000338038331604139
ENSMUSG00000045104,1590.59560896156,1.36548735598863,0.162484292125318,8.40381145849768,4.32216417204749e-17,1.38358160596575e-15,NA,NA,chr19,0,-1.59073307008646,2.88076328071895e-19
ENSMUSG00000024219,1282.93129086628,1.36495108817712,0.210662130108727,6.47933773133616,0.0000000000921260843606035,0.00000000154329943837837,Anks1,224650,chr17,0,0.147249418395726,0.552458450354236
ENSMUSG00000032232,3411.23802595767,1.36492152933003,0.326842804199731,4.17607948466854,0.0000296576226014681,0.000196375457787135,Cgnl1,68178,chr9,0,-0.150574868554668,0.697405041217597
ENSMUSG00000020829,462.58574375195,1.36373882424358,0.26864036146304,5.07644799469643,0.000000384555988705383,0.00000368470412209154,Slc46a1,52466,chr11,0,-1.46300799122844,0.0000011195820567516
ENSMUSG00000045506,34.1164283102753,1.36328885532794,0.563733402141151,2.4183219410983,0.0155922746425425,0.0471203578194715,NA,NA,chr17,0,2.53553404409996,0.000011601092611487
ENSMUSG00000082791,504.431266637787,1.36177174585448,0.256788551910149,5.30308588807715,0.000000113861317122848,0.00000121266321370555,NA,NA,chr6,0,3.7003825521968,5.00836100139332e-48
ENSMUSG00000020737,5286.46763038806,1.36167944554003,0.225937702431663,6.02679159292538,0.00000000167246435542113,0.0000000236127344303749,Hn1,15374,chr11,0,1.74829915801166,0.0000000000000404144111700648
ENSMUSG00000048249,3255.09278106131,1.36088888659661,0.192005568456155,7.08775738922057,0.00000000000136302643393818,0.0000000000282749901493025,Crebrf,77128,chr17,0,1.05613093896226,0.000000110696221719739
ENSMUSG00000030246,7914.64586371419,1.36061707197047,0.154723730141727,8.7938486922733,1.44522170143028e-18,5.17535720676744e-17,Ldhb,16832,chr6,0,-1.43503099376379,3.00532637011112e-19
ENSMUSG00000042272,1692.25064490106,1.36010780278729,0.235025804200792,5.78705732935305,0.00000000716301376369565,0.000000093978740579687,Sestd1,228071,chr2,0,0.182751384563618,0.503173523691879
ENSMUSG00000038296,357.302537979372,1.35998298330232,0.482604481590415,2.81800736458253,0.00483227014568373,0.0175375141015257,Galnt18,233733,chr7,0,-0.435342300167705,0.435707702696897
ENSMUSG00000071649,1138.8932155824,1.35968052981157,0.195703166484782,6.94766750193233,0.0000000000037137500598763,0.0000000000739873163337329,B3gat3,72727,chr19,0,-1.36030096038842,0.000000000159245380666408
ENSMUSG00000029364,2021.479197444,1.35956756988225,0.164510073797827,8.26434234995895,1.40466959648702e-16,4.31935900919757e-15,Wsb2,59043,chr5,0,-0.148139755327745,0.438455473042426
ENSMUSG00000024241,1898.11792587466,1.35911257737742,0.234039595547572,5.8071907627321,0.00000000635297401833411,0.000000083690633284597,Sos1,20662,chr17,0,-0.176369590366885,0.518146265107688
ENSMUSG00000033863,1548.38113305461,1.35878901622127,0.181352392478658,7.49253427346527,0.0000000000000675562801426208,0.00000000000160265590376079,Klf9,16601,chr19,0,1.22672198248652,0.0000000000588330033434163
ENSMUSG00000023960,1871.57908700802,1.3583869254546,0.186496561046889,7.28371031524314,0.000000000000324761987623857,0.00000000000718476373793072,Enpp5,83965,chr17,0,-0.209194719835905,0.327173793622625
ENSMUSG00000032186,1519.49004365128,1.35819111289218,0.34218138986125,3.96921385304709,0.0000721101438817702,0.00043823758762949,Tmod2,50876,chr9,0,5.28169904961343,4.30310603262111e-54
ENSMUSG00000033902,3052.19822646053,1.35400114623127,0.247773238147989,5.46467873750983,0.0000000463745902396057,0.000000526090088372309,Mapkbp1,26390,chr2,0,2.09934139179907,1.05354501808982e-16
ENSMUSG00000015217,2355.83144314056,1.35290566869214,0.240013048463087,5.63680048795435,0.0000000173238621271503,0.000000212411286407139,Hmgb3,15354,chrX,0,-0.943241720939478,0.000213295336628853
ENSMUSG00000025757,11974.2905745363,1.35288278874192,0.345328633598707,3.91766756970999,0.0000894098907980713,0.000530969469572802,Hspa4l,18415,chr3,0,4.61343123734536,8.42570574675978e-40
ENSMUSG00000024186,1533.43450531759,1.35276987544195,0.250905590305322,5.39154936243465,0.0000000698527644727641,0.000000769672719351314,Rgs11,50782,chr17,0,-2.92026847001474,1.75247773376845e-26
ENSMUSG00000021054,2266.22661580987,1.35271501038775,0.227005097361875,5.95896315152494,0.00000000253843322928594,0.000000035202096106127,Sgpp1,81535,chr12,0,-0.334683653376188,0.186906388130949
ENSMUSG00000044348,251.956404730576,1.35263333884523,0.339814722877658,3.9805024555461,0.0000687697543708166,0.000420080183784162,Slc25a53,67062,chrX,0,-0.665865029543579,0.0875894283408067
ENSMUSG00000056938,478.687836564228,1.35251373407628,0.324536737747165,4.16752119795441,0.0000307929884856189,0.000203061455538033,Acbd4,67131,chr11,0,-1.74751266328588,0.00000103406262649515
ENSMUSG00000018581,89.1686956927227,1.3518585336776,0.37371336893075,3.61736733568153,0.000297614786151341,0.00154203705132261,Dnah11,13411,chr12,0,-0.00233117656287469,0.996497105140595
ENSMUSG00000021687,3617.66757631338,1.34989504535931,0.207463727630855,6.50665569723691,0.0000000000768422553145328,0.00000000130269207661311,Scamp1,107767,chr13,0,2.26823342174886,5.01639306199926e-27
ENSMUSG00000032656,145.050815714739,1.34956478525677,0.349261502140997,3.86405251361471,0.000111521229802326,0.00064799704053562,March3,320253,chr18,0,0.997321647842576,0.00873980439190868
ENSMUSG00000002020,531.717967786753,1.34807024187571,0.322424684332804,4.18103919265761,0.0000290179836564919,0.000192421624996696,Ltbp2,16997,chr12,0,-1.05421216147909,0.00286049534780176
ENSMUSG00000021025,1219.78066446392,1.34798188553262,0.185561992426334,7.26432103852168,0.000000000000374916621221295,0.00000000000822998348349209,Nfkbia,18035,chr12,0,-1.36614589465484,0.0000000000127270487201064
ENSMUSG00000030022,1380.14408430947,1.34765090400511,0.233215324931607,5.77856924453966,0.00000000753385369100749,0.0000000983311284514888,Adamts9,101401,chr6,0,-2.92439946556572,1.87177599476303e-29
ENSMUSG00000034382,85.8381587529749,1.34697902221196,0.405408608987539,3.32252199965829,0.00089207636574933,0.00407950541718304,AI661453,224833,chr17,0,-0.373668867264611,0.45749331818165
ENSMUSG00000042797,3961.95417358084,1.34597429603372,0.303281471048075,4.43803669041278,0.00000907831468118315,0.0000672978767980796,Aqp11,66333,chr7,0,8.15823379932965,1.89232017843972e-175
ENSMUSG00000052142,114.162118145975,1.34596457664768,0.463875451165527,2.90156457571924,0.00371304242556358,0.0139660256232932,Rasal3,320484,chr17,0,3.33795804613422,0.000000000000731202067006878
ENSMUSG00000021536,253.398258110208,1.34526331198872,0.261860962450048,5.13731905436397,0.000000278685586063739,0.00000276268602005894,Adcy2,210044,chr13,0,0.540491410301819,0.0663906076380037
ENSMUSG00000026426,1087.76390565167,1.34340778156992,0.263376711739065,5.10070830750165,0.000000338384725894781,0.00000328260742239635,Arl8a,68724,chr1,0,-0.950640269876145,0.000812598390892811
ENSMUSG00000007440,802.477987393327,1.34289278296616,0.23775142024627,5.64830603987623,0.0000000162036530749873,0.000000199956966408458,Pcdha11,12942,chr18,0,4.97422584750145,8.13220546646506e-105
ENSMUSG00000007207,640.600964244694,1.34112193569066,0.385029352425938,3.48316804223032,0.000495517224900571,0.00243152439275539,Stx1a,20907,chr5,0,-2.03680031246233,0.000000942427832132994
ENSMUSG00000035390,687.286891048719,1.34100652918463,0.299348449213585,4.47975104834375,0.00000747301486659178,0.0000562451853876639,Brsk1,381979,chr7,0,3.90003546454657,6.88531780429781e-39
ENSMUSG00000071714,70.5327724585028,1.34073295632701,0.531377253311033,2.52312824452467,0.0116315973113817,0.0368434304200406,Csf2rb2,12984,chr15,0,0.527368146316345,0.395925612220833
ENSMUSG00000021275,865.224746153871,1.34036941183396,0.201911706467348,6.6383937577721,0.0000000000317119791812116,0.000000000565122451046599,Tecpr2,104859,chr12,0,0.848610860083128,0.0000708436394330448
ENSMUSG00000070997,147.477343420332,1.33923712995246,0.405567978245869,3.30212739118316,0.000959544800991639,0.00434415241769209,1700055D18Rik,73405,chr4,0,4.7162775133111,7.58073158275166e-35
ENSMUSG00000020904,1183.04721452771,1.33770035499809,0.392887525896825,3.40479212707144,0.000662144364663556,0.00313572949593338,Wdr16,71860,chr11,0,8.57265096904297,1.47778258338273e-141
ENSMUSG00000035093,2339.95990225889,1.33757705879751,0.220708746487204,6.0603717799424,0.00000000135807274591266,0.0000000194285097253447,Secisbp2l,70354,chr2,0,-0.924215510376668,0.0000793285667232604
ENSMUSG00000074024,137.614038859536,1.33629107779105,0.328482705445833,4.06807133415857,0.0000474038707427584,0.00030076938678164,4632427E13Rik,666737,chr7,0,-1.02988579814592,0.00890268635416871
ENSMUSG00000046993,712.937579422517,1.33553202396072,0.182793496459766,7.306233809334,0.000000000000274733955608192,0.00000000000612589052544295,NA,NA,chrX,0,-0.916845841140811,0.00000720863456376836
ENSMUSG00000042757,174.865901834091,1.33521583353661,0.284013491170345,4.70124087427869,0.00000258585261581805,0.0000212579064297836,Tmem108,81907,chr9,0,0.708865061476118,0.0250396378150338
ENSMUSG00000030409,1179.56526346154,1.33490210312979,0.279103577990937,4.78281974290253,0.00000172853122518164,0.0000147068115369589,Dmpk,13400,chr7,0,-0.835155795262877,0.00567520488923372
ENSMUSG00000031586,1368.48578728556,1.33400144382204,0.151893989353106,8.78245050711588,1.59950961101492e-18,5.70979519187536e-17,Rbpms,19663,chr8,0,-0.878225880549036,0.00000011675979162394
ENSMUSG00000062604,6982.18966739339,1.33227189344581,0.243406667298976,5.47344042884979,0.000000044138130198091,0.000000502229342706483,Srpk2,20817,chr5,0,3.15317363535713,1.70687992118141e-37
ENSMUSG00000093577,166.448959299467,1.3314081394315,0.422501844127442,3.15124811391332,0.00162574321542018,0.006879921550372,NA,NA,chr3,0,0.991522962364212,0.031398500598699
ENSMUSG00000036985,874.237620296801,1.33127967519776,0.276533904227738,4.81416439302643,0.00000147817089646397,0.0000127084799491773,Zdhhc9,208884,chrX,0,-0.451486281428225,0.145559805183073
ENSMUSG00000003721,1822.40057604824,1.3311028273783,0.238211839582548,5.58789533597901,0.0000000229838090366474,0.000000276833191121556,Insig2,72999,chr1,0,1.11292984168867,0.00000742046927858807
ENSMUSG00000030922,497.730525354948,1.32943494224516,0.238427196362259,5.57585276566039,0.0000000246320198869187,0.00000029542759622721,Lyrm1,73919,chr7,0,4.06778822836465,7.94430660072973e-69
ENSMUSG00000066406,2721.05235045853,1.32795573956476,0.179229806955983,7.4092348930047,0.000000000000127030137563222,0.00000000000290105557349227,Akap13,75547,chr7,0,-1.01499847184562,0.000000082235169376245
ENSMUSG00000074987,368.28447255773,1.32697456332931,0.212080221623776,6.25694632516618,0.000000000392588451942695,0.00000000606903131445838,Wt1os,329480,chr2,0,-0.644721087036264,0.00871027019855504
